id,class,gist,qeustion,answer,reason
11,2,바닥면적 합계 500제곱미터 미만인 오피스텔이 「건축법 시행령」 제3조의4 별표 1 중 어느 건축물 용도에 해당하는지 여부,"바닥면적 합계 500제곱미터 미만인 오피스텔(업무를 주로 하며, 분양하거나 임대하는 구획 중 일부의 구획에서 숙식을 할 수 있도록 한 건축물로서 국토해양부장관이 고시하는 기준에 적합한 것)은 「건축법 시행령」 제3조의4 별표 1에 따른 용도별 건축물의 종류 중 제4호 바목에 따른 제2종 근린생활시설에 해당하는지 아니면 제14호 나목에 따른 일반업무시설에 해당하는지 아니면 양자 모두에 해당하지 않아 건축할 수 없는 것인지?","바닥면적 합계 500제곱미터 미만인 오피스텔(업무를 주로 하며, 분양하거나 임대하는 구획 중 일부의 구획에서 숙식을 할 수 있도록 한 건축물로서 국토해양부장관이 고시하는 기준에 적합한 것)은 「건축법 시행령」 제3조의4 별표 1에 따른 용도별 건축물의 종류 중 제14호 나목에 따른 일반업무시설에 해당함.","제2종 근린생활시설이란 통상 주택가 인근에 소재하면서 주택의 편의를 위하여 제공되는 시설을 의미하나, 오피스텔은 당초 도입취지가 도심가에서 낮에는 사무 등의 업무에 활용되도록 하면서, 저녁에는 숙식까지 가능하도록 한 건물을 허용하려는 것이었다는 점에서, 오피스텔은 비록 바닥면적이 500제곱미터 미만이라 하더라도 이를 제2종 근린생활시설로 보기는 어려움.
반면에, 오피스텔의 위와 같은 도입 취지 및 사용 목적 등을 고려하고, 같은 별표 1 제14호 나목 일반업무시설에 관한 규정에서 오피스텔의 경우 바닥면적에 특별한 제한을 규정하고 있지 않은 점 등을 고려하면, 오피스텔을 같은 별표 1 제14호 나목 일반업무시설로 분류하는 것에 법령상 별 문제가 없는 것으로 보임."
12,2,주유소 부속용도의 범위,"주유취급소를 건축하면서 「위험물안전관리법 시행규칙」별표 13의 제1호 마목의 주유취급소에 출입하는 사람을 대상으로 한 점포·휴게음식점을 함께 설치할 경우,
위 주유취급소에 출입하는 사람을 대상으로 한 점포·휴게음식점이 「건축법 시행령」제2조 제1항 제13의 주유취급소의 부속용도에 해당하는지, 아니면 같은 호의 부속용도에 해당하려면 “주된 용도의 기능에 필수적인 용도”인지에 대한 별도의 판단이 필요한지?",위 주유취급소에 출입하는 사람을 대상으로 한 점포·휴게음식점은 「건축법 시행령」제2조 제1항 제13의 주유취급소의 부속용도에 해당 한다고 할 것임.,"「건축법 시행령」제2조 제13호 라목에 따라 관계 법령에서 건축물의 주된 용도의 부수시설로 설치할 수 있게 규정하고 있는 시설의 용도라면 건축물의 주된 용도의 기능에 필수적인 용도로서 부속용도에 해당한다고 해석되고(대법원 2009. 12. 24. 선고 2007도1915 판결례 참조),
「위험물안전관리법」제5조 제1항·제4항 및 같은 법 시행규칙 별표 13의 제1호 마목 및 제2호에 따르면, 주유취급소에는 원칙적으로 건축물 그 밖의 공작물의 설치가 제한되나, 주유 또는 그에 부대하는 업무를 위하여 사용되는 건축물 또는 시설로서 “주유취급소에 출입하는 사람을 대상으로 한 점포·휴게음식점 또는 전시장”을 설치할 수 있도록 규정하고 있으므로,
위험물안전관리법령에서 주유취급소의 부대업무를 위하여 설치할 수 있도록 규정하고 있는 점포 등은 위험물안전관리법령에서 규정된 주유취급소의 주된기능에 필수적인 용도로서 부속용도에 해당한다 할것임."
13,2,건축물 용도가 폐기물처리시설과 공장으로 중첩될 경우의 건축물 종류,「폐기물관리법」 제2조 제8호에 따른 폐기물처리시설로서 동(구리)광재를 용융·추출하는 방법으로 회수하여 동괴를 제조하는 데 계속적으로 이용되는 건축물이 「건축법 시행령」 별표 1 제17호의 공장에 해당하는지 혹은 같은 별표 제22호의 분뇨 및 쓰레기 처리시설에 해당하는지?,「폐기물관리법」 제2조 제8호에 따른 폐기물처리시설로서 동(구리)광재를 용융·추출하는 방법으로 회수하여 동괴를 제조하는 데 계속적으로 이용되는 건축물은 「건축법 시행령」 별표 1 제22호의 분뇨 및 쓰레기 처리시설에 해당한다고 할 것임.,"공장은 “물품의 제조·가공[염색·도장(塗裝)·표백·재봉·건조·인쇄 등을 포함한다] 또는 수리에 계속적으로 이용되는 건축물로서 제1종 근린생활시설, 제2종 근린생활시설, 위험물저장 및 처리시설, 자동차 관련시설, 분뇨 및 쓰레기처리시설 등으로 따로 분류되지 아니한 것”으로 규정하고 있고, 「건축법 시행령」 별표 1 제17호의 공장으로 분류되기 위해서는, 같은 별표 제22호에 따른 분뇨 및 쓰레기 처리시설로 분류되지 않은 경우에 해당하여야 하므로, 「폐기물관리법」 제2조 제8호에 따른 폐기물처리시설이 「건축법 시행령」 별표 1 제22호의 분뇨 및 쓰레기 처리시설에 해당하는지 여부를 우선적으로 검토하여야 할 것임.
「건축법 시행령」 별표 1 제22호 다목의 폐기물처리시설은 폐기물처리시설 관련 법령에 따라 해석할 수 있다고 할 것이고, 일응(一應) 「폐기물관리법」 제2조 제8호에 따른 폐기물처리시설을 의미한다고 볼 수 있는바, 폐기물처리시설이 분뇨 및 쓰레기 처리시설의 세부 용도로 규정되어 있는 이상, 비록 해당 시설이 동(구리)광재를 용융·추출하는 방법으로 회수하여 동괴를 제조하는 데 계속적으로 이용되는 건축물에 해당한다고 하더라도, 「건축법 시행령」 제3조의4 및 별표 1 제22호의 분뇨 및 쓰레기 처리시설로 분류되는 경우에는, 같은 별표 제17호의 공장에서 제외된다고 할 것임."
14,2,"같은 건축물에 해당 용도로 쓰는 바닥면적 합계가 1,000㎡ 미만인 일용품 도매점이 제1종 근린생활시설에 해당하는지","건축법 시행령 별표 1」에 따른 용도별 건축물의 종류 중 제3호가목에 따르면 “같은 건축물에 해당 용도로 쓰는 바닥면적의 합계가 1,000㎡ 미만인 일용품(식품·잡화·의류·완구·서적·건축자재·의약품·의료기기 등) 등의 소매점”을 제1종 근린생활시설로 규정하고 있는데,
위와 같은 일용품을 대량으로 소매업소에 판매·공급하는 영업시설(같은 별표 제7호 가목의 “도매시장”, 나목의 “소매시장”에 해당되지 아니함)의 면적이 1,000㎡ 미만인 경우, 이 시설은 같은 별표 제3호 가목에 따른 제1종 근린생활시설에 해당하는지, 아니면 같은 별표 제7호 다목 1)의 “상점”인 판매시설에 해당하는지?","일용품(식품·잡화·의류·완구·서적·건축자재·의약품·의료기기 등)을 대량으로 소매업소에 판매·공급하는 영업시설의 면적이 1천 제곱미터 미만인 경우,
이 시설은 「건축법 시행령」별표 1에 따른 제1종 근린생활시설에 해당한다고 할 것임.","일용품을 대량으로 소매업소에 판매·공급하는 영업시설의 면적이 1,000㎡ 미만인 경우 그 시설은 실제로 주민들의 일상생활에 편의를 제공하는 일용품을 소규모의 시설에서 공급하게 된다는 점 등을 고려할 때, 이를 제1종 근린생활시설들과 같은 시설로 분류한다고 해서 특별히 불합리 하다고 볼 수는 없을 것임."
15,2,하나의 대지에 두 동의 건축물이 일정 거리 떨어진 경우 건축물 용도,"하나의 대지(공동주택 내)에 있는 두 동의 건축물 간 간격이 상당히 떨어져 있으면서 두 동의 건축물에 각각 있는 학원 용도로 쓰는 바닥면적의 합계가 500㎡ 이상인 경우,
그 건축물의 용도는 「건축법 시행령」 별표 1 제4호 자목의 제2종 근린생활시설인지, 아니면 같은 표 제10호 라목의 교육연구시설인지?","하나의 대지(공동주택 내)에 있는 두 동의 건축물 간 간격이 상당히 떨어져 있으면서 두 동의 건축물에 각각 있는 학원 용도로 쓰는 바닥면적 합계가 500㎡ 이상인 경우, 그 건축물의 용도는 「건축법 시행령」 별표 1 제10호 라목의 교육연구시설에 해당한다고 할 것임.","「건축법 시행령」 별표 1 제3호 가목에서 “같은 건축물”에 대해 “하나의 대지에 두 동 이상의 건축물이 있는 경우에는 이를 같은 건축물로 본다. 이하 같다”라고 규정하고 있는바,
“하나의 대지에 두 동 이상의 건축물이 있는 경우”라고만 규정하고 있을 뿐 건축물 사이의 거리에 대해 제한하고 있지 않으므로, 하나의 대지 안에 여러 동의 건축물이 있는 경우 건축물의 용도는 여러 동의 건축물을 하나의 건축물로 보고 각 동의 건축물 안의 해당 용도의 바닥면적을 모두 합산한 바닥면적에 따라 판단하여야 할 것인바,
두 동의 건축물이 상당히 떨어져있다 하더라도 하나의 대지에 있는 이상 “같은 건축물”에 해당한다 할 것이며, 각 건축물의 학원 용도에 쓰이는 바닥면적을 모두 합산하여 500㎡ 이상이면 교육연구시설에 해당한다고 할 것임."
16,2,보전관리지역에서 주유소의 기계식 세차설비를 덮기 위한 별도의 철골구조물을 설치할 수 있는지,「국토의 계획 및 이용에 관한 법률 시행령」 별표 18 제2호 아목에 따라 보전관리지역에서 도시·군계획조례가 정하는 바에 따라 건축할 수 있는 「건축법 시행령」 별표 1 제19호의 위험물저장 및 처리시설인 주유소에 기계식 세차설비를 덮기 위한 별도의 건축행위가 수반되는 구조물을 설치할 수 있는지?,주유소에 설치되는 기계식 세차설비 외에 기계식 세차설비를 덮기 위한 별도의 건축행위가 수반되는 구조물을 설치하는 것은 「국토의 계획 및 이용에 관한 법률 시행령」 별표 18 제2호 아목에 따라 보전관리 지역 안에서 건축할 수 있는 건축물인 「건축법 시행령」 별표 1 제19호의 “위험물저장 및 처리시설”에 해당하지 않음.,"「건축법 시행령」 별표 1 제19호 가목에서 주유소에 설치하는 기계식 세차설비를 별도로 분리해서 규정하고 있지 않고 “주유소(기계식 세차설비를 포함한다)”라고 규정한 것은 주유소를 이용하는 자의 편의를 증진하기 위하여 주유소를 설치하는 경우에 그에 부수하여 기계식 세차설비도 함께 설치할 수 있다는 의미라고 할 것임(법제처 2010. 3. 11. 회신 10-0015 해석례 참조).
또한, 「건축법 시행령」 별표 1 제19호 가목에 따른 주유소는 「위험물안전관리법 시행령」 별표 3 제1호에 따른 주유취급소에 해당하게 되는데, 「위험물안전관리법 시행규칙」 별표 13 제1호 라목에서는 주유취급소에 설치할 수 있는 주유 또는 그에 부대하는 업무를 위하여 사용되는 건축물이나 공작물의 하나로 “자동차의 세정을 위한 작업장”을 규정하고 있으므로, 일반적으로 「건축법 시행령」 별표 1 제19호 가목에 따른 주유소에는 주유에 부대하는 업무를 위하여 자동차의 세정을 위한 기계식 세차설비를 부수적으로 함께 설치할 수 있다고 할 것임.
따라서 기계식 세차설비가 기계식 세차설비 외의 형태를 갖추게 됨으로써 실질적으로 “세차장”을 설치하는 것과 같은 행위는 허용되지 않는다고 할 것임."
17,2,보호관찰소가 교정 및 군사 시설에 해당하는지,"「보호관찰 등에 관한 법률」에 따른 “보호관찰소”가 「건축법 시행령」 별표 1 제23호의 “교정 및 군사 시설” 중 같은 호 나목에 따른 “갱생보호시설, 그 밖에 범죄자의 갱생·보육·교육·보건 등의 용도로 쓰는 시설”에 해당하는지?","「보호관찰 등에 관한 법률」에 따른 “보호관찰소”는 “갱생보호시설, 그 밖에 범죄자의 갱생·보육·교육·보건 등의 용도로 쓰는 시설”에 해당하지 않음.","먼저, “갱생보호시설”의 설치기준에 관하여 보호관찰법 제65조 제4항 및 같은 법 시행규칙 별표 3에서는 일정한 갱생보호 대상자의 거주를 전제로 거실, 식당 등 각종 설비를 갖추어 대상자의 사회복귀를 지원하고 있는 시설로 규정하고 있고, 같은 법 시행령 제41조 제1항에 따르면 갱생보호시설에서 갱생보호 대상자에게 숙소·음식물 및 의복 등을 제공하고 정신교육을 하는 등 숙식을 제공한다고 규정하고 있는바, 갱생보호시설은 갱생보호 대상자에게 숙식 제공이 가능한 형태의 거주시설을 말한다고 할 것임.
또한, 「건축법 시행령」 별표 1 제23호의 “교정 시설” 중 가목 및 다목에서는 보호감호소, 구치소 및 교도소(가목), 소년원 및 소년분류심사원(다목)을 규정하고 있는데, 관계법령에 따르면 이 시설들은 모두 그 대상자가 시설에 입소하여 수용(거주)되는 것을 전제로 하는 시설에 해당한다고 할 것이므로, “교정 시설”로 규정되어 있는 다른 시설과의 관계에 비추어 보아도 “그 밖에 갱생등시설”은 갱생보호 대상자의 거주를 전제로 하는 시설로 그 범위를 제한적으로 보아야 할 것임.
그리고, 보호관찰법 제14조 제1항에서는 보호관찰소의 사무 중 하나로 갱생보호에 관한 사무를 규정하고 있으나, 보호관찰소가 직접 갱생보호시설을 설치하거나 운영하도록 규정하지는 않고 있으며, 같은 법 제65조 제1항 및 제3항에서는 한국법무보호복지공단 또는 갱생보호사업의 허가를 받은 자로 하여금 갱생보호시설의 설치·운영을 할 수 있도록 규정하고 있는 점을 고려해 볼 때, 이들에 의하여 운영되는 갱생보호시설은 법무부장관의 소속기관인 보호관찰소와는 성질을 달리하는 것임."
18,2,물품의 제조·가공·수리 등을 위한 시설이 제2종 근린생활시설에 해당함에도 해당 용도를 공장으로 하여 건축허가 할 수 있는지,"「건축법 시행령」 별표 1 제4호너목에서는 제조업소, 수리점 등 물품의 제조·가공·수리 등을 위한 시설로서 같은 건축물에 해당 용도로 쓰는 바닥면적 합계가 500㎡ 미만이고 일정한 요건에 해당하는 것을 “제2종 근린생활시설”로 규정하고 있고, 같은 표 제17호에서는 물품의 제조·가공[염색·도장(塗裝)·표백·재봉·건조·인쇄 등을 포함함] 또는 수리에 계속적으로 이용되는 건축물로서 제2종 근린생활시설 등으로 따로 분류되지 아니한 것을 “공장”으로 규정하고 있는바,
제조업소, 수리점 등 물품의 제조·가공·수리 등을 위한 시설이 「건축법 시행령」별표 1 제4호 너목에 따른 제2종 근린생활시설에 해당하는 경우 해당 건축물의 용도를 같은 표 제17호에 따른 “공장”으로 하여 건축허가를 할 수 있는지?","제조업소, 수리점 등 물품의 제조·가공·수리 등을 위한 시설이 「건축법 시행령」 별표 1 제4호 너목에 따른 제2종 근린생활시설에 해당하는 경우에는 해당 건축물의 용도를 같은 표 제17호에 따른 “공장”으로하여 건축허가를 할 수 없음.","「건축법 시행령」별표 1 제17호에서는 “공장”을 물품의 제조·가공·수리에 계속적으로 이용되는 건축물로서 “제2종 근린생활시설” 등으로 따로 분류되지 않은 것으로 규정하고 있는바, 해당 규정의 문언상 같은 표 제4호 너목에 따른 요건을 갖추어 “제2종 근린생활시설”로 분류되는 건축물은 그 용도가 “공장”에 해당하지 않는 것이 분명하다 할 것이므로,
해당 건축물의 용도를 “공장”으로 하여 허가하는 것은 건축법령에서 정한 바와 다른 내용의 허가를 하는 것이 되므로 허용되지 않는다고 할 것임."
19,2,「건축법 시행령」 별표1 제15호다목에 따른 다중생활시설(숙박시설)에서 공부할 수 있는 시설을 갖추고 숙박 또는 숙식을 제공하는 고시원 영업이 「공중위생관리법」에 따른 숙박업에 해당하는지,건축물의 용도가 「건축법 시행령」 별표 1 제15호 다목에 따른 숙박 시설에 해당하는 다중생활시설에서 다중이용업소법 시행령 제2조 제7호의2에 따라 학습자가 공부할 수 있는 시설을 갖추고 숙박 또는 숙식을 제공하는 형태로 이루어지는 고시원 영업이「공중위생관리법」제2조 제1항 제2호에 따른 숙박업에 해당하는지?,「건축법 시행령」 별표1 제15호 다목에 따른 숙박시설에 해당하는 다중생활시설에서 다중이용업소법 시행령 제2조 제7호의2에 따라 학습자가 공부할 수 있는 시설을 갖추고 숙박 또는 숙식을 제공하는 형태로 이루어지는 고시원업 영업은 「공중위생관리법」제2조 제1항 제2호에 따른 숙박업에 해당하지 않음.,"「공중위생관리법」 제2조 제1항 제2호에 따른 숙박업 정의 규정 중 “잠을 자고 머물 수 있도록 시설 및 설비 등의 서비스를 제공”한다는 문언의 의미는 침구, 욕실 또는 샤워시설, 창문 등 환기시설, 난방시설 등이 갖추어진 방실 및 숙박에 필수적인 침구, 수건 등의 세탁 또는 교환, 객실 청소 등의 부대서비스를 제공하는 것이라 할 것인데,
「공중위생관리법 시행규칙」별표 4 제1호 가목(2)에서 공중위생영업자 중 숙박업자가 준수하여야 하는 위생관리기준으로 요·이불·베개 등 침구의 포와 수건은 숙박자 1인이 사용할 때마다 세탁하여야 하고, 수시로 일광 그 밖의 방법에 따라 건조시켜야 한다는 객실·침구의 청결에 관한 내용 등을 포함시키고 있는 것은 그러한 부대서비스 제공의 의미를 전제로 하고 있다고 볼 수 있는데 비하여,
다중이용업소법 시행령 제2조 제7호의2에 따른 고시원업은 “구획된 실 안에 학습자가 공부할 수 있는 시설을 갖추고 숙박 또는 숙식을 제공하는 형태의 영업”으로 규정되어 있을 뿐 숙박업과 같이 침구 세탁, 객실 청소 등 숙박에 필수적인 부대 서비스의 제공을 전제로 한다고 보기는 어려울 것임."
20,2,민간어린이집이 제1종 근린생활시설에 해당하는지,"영유아보육법 제10조제7호에 따른 민간어린이집이 건축법 시행령 별표 1 제3호 사목에 따른 “지역아동센터 등 주민이 공동으로 이용하는 시설”에 해당하는지?
질의 배경
민원인은 어린이집이 건축법 시행령 별표 1 제3호 사목에 따른 제1종 근린생활시설인 “주민이 공동으로 이용하는 시설”에 해당한다고 생각하고, 이에 대해 보건복지부와 국토교통부에 질의하였으나 해당하지 않는다는 답변을 받자 법제처에 법령해석을 요청함.",영유아보육법 제10조 제7호에 따른 민간어린이집은 건축법 시행령 별표 1 제3호 사목에 따른 “지역아동센터 등 주민이 공동으로 이용하는 시설”에 해당하지 아니함.,"건축법 시행령 별표 1에서는 단독주택의 형태를 갖춘 가정어린이집은 단독주택(제1호)으로, 공동주택의 형태를 갖춘 가정어린이집은 공동주택(제2호)으로, 그 외의 어린이집은 노유자시설(제11호)로 각각 규정하고 있으므로
가정어린이집이 아닌 민간어린이집은 「건축법 시행령」 별표1 제11호에 따른 노유자시설에만 해당한다고 보아야 하고,
그렇다면 어린이집을 같은 별표1 제3호의 제1종 근린생활시설로 볼 수 있는 “주민이 공동으로 이용하는 시설”에 해당한다고 볼 여지는 없음."
21,2,건축물의 용도가 “교육연구시설”인 건축물을 「학원의 설립·운영 및 과외교습에 관한 법률 시행령」 제2조 제1항 제4호에 따른 독서실로 사용가능한지 여부,건축물의 용도가 「건축법 시행령」 별표 1 제10호에 따른 교육연구시설인 건축물을 용도변경 없이 「학원의 설립·운영 및 과외교습에 관한 법률 시행령」 제2조 제1항 제4호에 따른 “독서실”로 사용할 수 있는지?,교육연구시설인 건축물을 용도변경 없이 독서실로 사용할 수 없음.,"두 법은 입법목적 및 규율대상이 서로 다르고 학원법령에서 건축법령을 배제하는 규정을 두고 있지도 않으므로 독서실에 관해서는 학원법령과 건축법령이 모두 적용되어야 함.
따라서 학원법 및 같은 법 시행령에서 독서실을 “학원인 시설”로 규정하고 있더라도 독서실은 학원법령과는 별개로 건축법령에 따른 요건을 기본적으로 갖추어야 하는 것이고, 독서실의 용도에 대해서는 건축물의 용도에 대해 규정하고 있는 건축법령의 규정에 따라 판단해야지 학원법령의 규정을 근거로 판단할 수는 없다고 할 것임.
그런데 「건축법 시행령」 별표 1 제4호에서는 “제2종 근린생활시설”의 종류 중 하나로 독서실(타목)을 학원과 별도로 규정하면서 “학원(카목)”과 달리 적용 범위에 있어 아무런 제한을 두고 있지 않으며, 같은 별표 제10호에서는 “교육연구시설” 용도의 건축물 종류를 규정하면서 “제2종 근린생활시설에 해당하는 것은 제외한다”고 명문으로 규정하고 있는바, 해당 규정의 문언상 “제2종 근린생활시설”로 분류되는 건축물인 독서실은 그 용도가 “교육연구시설”에는 해당하지 않는다고 보아야 함."
